Job Title,Location,Link,Job Responsibilities,Profile,Additional Information,Contract Type,Minimum Experience
Hausmeister (m/w/d)RimowaReference: RIM01155,Published on 08.13.2024,https://www.lvmh.com/join-us/our-job-offers/RIM01155,"Job responsibilities
Durchführung von Reparaturen, Wartungs- und Malerarbeiten
Pflege unserer Außenanlage (Grünanlagen, Gehwegen, Parkplätzen)
Kontroll- und Botengänge
Annahme, Verteilung von Lieferungen
Durchführung von Umzügen
Unterstützung bei Veranstaltungen
Beaufsichtigung von Fremdfirmen
Mithilfe im betrieblichen Arbeitsschutz z.B. Brandschutz, Sicherheit, Erste-Hilfe
Haus-, Treppen- und Straßenreinigung
Bedienung und Überwachung von haustechnischen Anlagen
Beheben kleinerer Schäden
Winterdienst (Schneeräumen und Streuen)","Profile
Abgeschlossene Berufsausbildung in einem handwerklichen Beruf - vorzugsweise in den Bereichen Elektro, Sanitär, Heizung oder einem anderen Zweig der Gebäudetechnik wünschenswert
Erfahrung in einem handwerklichen Beruf
Technisches und handwerkliches Verständnis
Körperliche Belastbarkeit und Höhentauglichkeit
Zuverlässigkeit und Flexibilität
Teamfähigkeit
Selbständige und strukturierte Arbeitsweise, sowie Organisationsgeschick
Einsatzbereitschaft und eine ausgeprägte Serviceorientierung
Führerschein der Klasse B (PKW)
Gute Deutschkenntnisse","Additional informationWas wir Ihnen bieten:

30 Tage bezahlter Urlaub pro Jahr
Attraktive Vergütung (Tarifvertrag) + Gewinnbeteiligungssystem
RIMOWA Essential Cabin Koffer als Geschenk nach der Probezeit
30% Rabatt auf das RIMOWA-Sortiment und weitere Corporate Benefits (z.B. für Sport, Lifestyle, Mode, etc.)
Internationales Umfeld innerhalb des LVHM-Netzwerks
Gute Verkehrsanbindung, kostenlose Mitarbeiterparkplätze, Deutschlandticket & Jobrad (bezuschusst)
Betriebliche Altersvorsorge mit hohem Arbeitgeber Anteil oder andere Vermögenswirksame Leistungen
Qualitative Betriebskantine

WERDEN SIE TEIL VON RIMOWA:
Bitte senden Sie uns Ihre vollständigen Bewerbungsunterlagen mit Angabe des frühestmöglichen Eintrittstermins und Ihrer Gehaltsvorstellung.
Wir freuen uns auf Ihre Bewerbung!
Finden Sie uns auf Instagram und Twitter @RIMOWA oder besuchen Sie uns auf unserer RIMOWA Karriereseite:
https://career.rimowa.com/EN/?searchCriteria[0][key]=LOV13&searchCriteria[0][values][]=8052
Die Förderung unserer integrativen und vielfältigen Kultur ist ein wesentlicher Bestandteil der DNA von RIMOWA. Wir wissen, dass unser Unternehmen nur dann florieren kann, wenn wir in allen Ländern, in denen wir tätig sind, vielfältige Talente mit unterschiedlichen Hintergründen, Fähigkeiten und Fertigkeiten haben, die unseren breiten Kundenstamm widerspiegeln. Wir betrachten Vielfalt als einen der wichtigsten Faktoren für das Wachstum unseres Unternehmens.","Cologne, Germany",Permanent Job
HR Praktikant (m/w/d) Retail RecruitingBeneFit CosmeticsReference: BEFI100984,Published on 08.09.2024,https://www.lvmh.com/join-us/our-job-offers/BEFI100984,"Job responsibilitiesWas Dich auf Deiner Mission erwartet:

Unterstützung im Recruiting Prozess für den Bereich Retail unserer Marke Benefit
Erstellung von Stellenanzeigen und kreativen Social-Media Ausschreibungen, Postings auf Jobbörsen, CV und Kandidat:innen Screenings, Koordination von Probearbeitstagen und Betreuung der Kandidat:innen während des gesamten Recruiting Prozesses
Enger Austausch und Zusammenarbeit mit den Hiring Manager:innen
Aufbau und Pflege eines Talentpools für aktuelle und zukünftige Positionen im Verkauf sowie proaktive Suche nach potenziellen Kandidat:innen über verschiedene Kanäle (Stellenbörsen, Social Media, Netzwerke, Talent-Pools usw.)
Zusammenarbeit mit dem Talent Acqusition Specialist, um das Bewerbermanagement kontinuierlich zu optimieren und eine exzellente Candidate Journey zu gewährleisten
Unterstützung bei HR-Marketing & Employer Branding Aktivitäten im Retail bspw. bei dem Aufbau eines Netzwerkes zu Kosmetik- und Beautyschools
Betreuung und Pflege von Bewerbermanagementsystemen und Übernahme weiterer administrativer HR-Aufgaben","ProfileWas Dich ausmacht:

Fortgeschrittenes betriebswirtschaftliches Studium (gerne mit Personalschwerpunkt) oder eine vergleichbare Ausbildung
Erste praktische Erfahrung in Form von Praktika oder Werkstudententätigkeiten; gerne auch aus dem Verkauf
Erste Erfahrungen im Umgang mit Recruiting KPIs und Reportings von Vorteil
Sicherer Umgang mit MS Office
Verhandlungssichere Deutsch- und gute Englischkenntnisse
Selbstständige und strukturierte Arbeitsweise sowie Kommunikationsstärke und Verantwortungsbewusstsein, dabei denkst Du auch gerne außerhalb der Box
Ausgeprägtes Organisationstalent mit Hands-on-Mentalität und Spaß am Multitasking

 
Was wir bieten: 

Arbeiten beim Weltmarktführer im Luxus, an einem lokalen Standort mit offener Atmosphäre, flachen Hierarchien und Du-Kultur
Marken, die ihre Tradition immer neu erfinden, um in Duft, Make-up und Pflege Trends zu setzen
Herzliche Teams mit einer „Can-Do“-Einstellung, die Ideen mit Leidenschaft voranbringen
Ein Büro im Norden Düsseldorfs mit guter Verkehrsanbindung und direkter Rheinlage
Einarbeitung, Integration und Verantwortung sowie faire Vergütung
Networkinglunches und -events mit den Young Talents aller LVMH Beauty Marken im Haus
Attraktive Einstiegsmöglichkeiten bei LVMH Beauty und in 75+ einzigartigen LVMH Maisons
Kontingent an vergünstigten LVMH Beauty-Produkten
Weitere Mitarbeiterrabatte über Family & Friends Angebote und ""Corporate Benefits“",Not Available,"Dusseldorf, Germany",Internship
Operations Coordinator (m/f/d) - BerlinTiffany & Co.Reference: 59081,Operations Coordinator (m/f/d) - Berlin,https://www.lvmh.com/join-us/our-job-offers/59081,Not Available,Not Available,Not Available,,
Beauty Consultant (m/w/) FrankfurtSephoraReference: 226386,Beauty Consultant (m/w/) Frankfurt,https://www.lvmh.com/join-us/our-job-offers/226386,Not Available,"Profile.Für unseren Store in FRANKFURT ZEIL suchen wir in Teilzeit/Vollzeit: Verkäufer (m/w/x) im Bereich Beauty  Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.   Dich erwarten … ... eine attraktive Vergütung ... überdurchschnittliche Anzahl an Urlaubstagen... Personalrabatte & Fitnessangebot... eine betriebliche Altervorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst. … dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst. … deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Frankfurt“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de     .",Not Available,,
Beauty Consultant (m/w/x) KölnSephoraReference: 227091,Beauty Consultant (m/w/x) Köln,https://www.lvmh.com/join-us/our-job-offers/227091,Not Available,"Profile.Für unseren Store in KÖLN suchen wir in Teilzeit/Vollzeit: Verkäufer (m/w/x) im Bereich Beauty  Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung ... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst. … dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst. … deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.   Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Köln“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de  .",Not Available,,
Beauty Consultant (m/w/x) Berlin SteglitzSephoraReference: 241840,Beauty Consultant (m/w/x) Berlin Steglitz,https://www.lvmh.com/join-us/our-job-offers/241840,Not Available,"Profile.Für unsere Corner im Galerie Karstadt Kaufhof in Berlin Steglitz suchen wir in Vollzeit/Teilzeit: Verkäufer (m/w/x) im Bereich Beauty  Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist. Dich erwarten … ... eine attraktive Vergütung ... eine überdurchnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altervorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit  Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst. … dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst. … deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen. Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Düsseldorf “ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora .",Not Available,,
Beauty Consultant (m/w/x) MünchenSephoraReference: 229008,Beauty Consultant (m/w/x) München,https://www.lvmh.com/join-us/our-job-offers/229008,Not Available,"Profile.Für unseren Corner im Galeria Karstadt Kaufhof in MÜNCHEN suchen wir in Vollzeit/Teilzeit: Verkäufer (m/w/x) im Bereich Beauty  Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung... überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst. … dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst. … deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant München“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de  .",Not Available,,
Skin Care Expert (m/f/x) Hamburg-ÜberseequatierSephoraReference: 243763,Skin Care Expert (m/f/x) Hamburg-Überseequatier,https://www.lvmh.com/join-us/our-job-offers/243763,Not Available,"Profile.Skin Care Expert (m/f/x) for Sephora Hamburg  Are you a retailer by heart and ready for your next career adventure? We are looking for new colleagues to join our teams in Hamburg.In September 2024, we will open a new and beautiful store at: Hamburg-Überseequatier. The Skin Care Expert has the role to create memorable experiences and emotional connections with the clients that help make Sephora the most loved Beauty Community. The Skin Care Expert  accomplishes the store’s objectives by promoting and selling the products.   When working at Sephora:You will be an ambassador for the Sephora brand, you will offer our clients an unforgettable shopping experience following the Sephora Attitude.You'll suggest Sephora products and services that meet your customers' needs to increase your store's sales.You will create magic and provide exceptional moments of joy to your customers.You'll participate in animations and brilliantly undertake commercial challenges!You will receive a great onboarding and be offered a wide palette of training opportunities – we even have our own Sephora University and expert communitiesYou will get an attractive salary incl. bonus, staff discount on our assortment and more...We are an active community, to help you to stay fit we will cover half of your gym membership costs at our cooperating studios.We all need a day off, so we have an above-average number of vacation days to maintain a balance between work and life.Work in an inspiring environment with motivated teams where your ideas are needed to conquer the world of beauty together.Your future is important to us. We support your retirement planning so that you can start the next chapter of your life worry-free. You will shine in this role if:You have completed training in cosmetics (training period of at least 6 months) or have at least 3 years of professional experience in beauty cosmetics You are dynamic, enthusiastic, responsive and pay close attention to the little things that make the difference.You are focused and you love working in a team. You are business-oriented and committed to generating sales through customer service and consulting.You feel pride in making the store look excellent. Join Sephora and become part of a dynamic community that lives in the ever-changing universe of beauty, offering our talents unique and challenging career opportunities. Do you want to join us in our adventure? We are excited to receive your application via karriere@sephora.de .",Not Available,,
Assistant Store Manager (m/w/x) DüsseldorfSephoraReference: 239844,Assistant Store Manager (m/w/x) Düsseldorf,https://www.lvmh.com/join-us/our-job-offers/239844,Not Available,"ProfileFür unseren Sephora Store in DÜSSELDORF suchen wir in Vollzeit: ASSISTANT STORE MANAGER (m/w/x)   Wir suchen dich als Assistant Store ManagerIn mit … … Fokus auf unsere People & Kunden, Leidenschaft für Retail und Beauty (Make Up, Skin Care, Hair Care & Fragrance) sowie einem Händchen im Umgang mit unseren Brands und dem stetig wachsenden Sortiment.  Dich erwarten ... ... eine attraktive Vergütung... eine überdurchschnittliche Anzahl an Urlaubstagen... Personalrabatte und Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbildung und Flächentrainings... ein positives Umfeld und respektvolle Teamarbeit  Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren: Du unterstützt das Team dabei, bedeutungsvolle In-Store-Erlebnisse zu bieten, die eine nachhaltige Markentreue aufbauen.… das Tagesgeschäft im Store assistierend anzuleiten. Du organisierst, gemeinsam mit dem/der Store ManagerIn, den Store und hast einen Blick für Zahlen, Ordnung und Sauberkeit.… unseren Omni-Channel-Ansatz voranzutreiben. Du bist Experte oder Expertin für die Verknüpfung von stationärem und digitalem Handel.… unsere Unternehmenskultur zu leben. Pflege eine positive Kultur, in der jede/r geschätzt wird und durch Feedback und Karriereentwicklung Erfolg befähigt wird. Du agierst als motivierendes Vorbild für dein Team.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… mindestens ein Jahr Erfahrung als Assistant Manager hast.… ausgeprägte organisatorische, analytische und betriebswirtschaftliche Fähigkeiten sowie eine Leidenschaft für tolle Beauty-Produkte hast.… eine starke soziale Intelligenz und Kommunikationsfähigkeit hast und kurze Gespräche auch auf Englisch führen kannst.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.  Hast du Interesse?Bewirb Dich jetzt als „Assistant Store ManagerIn Düsseldorf“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de  oder erreiche uns unter 01520 8666663",Not Available,,
Stock Room Expert (m/w/x) HamburgSephoraReference: 238748,Stock Room Expert (m/w/x) Hamburg,https://www.lvmh.com/join-us/our-job-offers/238748,Not Available,"ProfileFür unseren Sephora Store in HAMBURG suchen wir: STOCKROOM EXPERT (m/w/x)  Wir suchen dich als Stockroom ExpertIn mit … … einer Leidenschaft für Logistik, einem Händchen für Organisation und einer Begeisterung für die Beauty Branche.  Dich erwarten … ... eine attraktive Vergütung... überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbilung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … die Schnittstelle zwischen Corner und Lager zu bilden. … deine Leidenschaft für Logistik in der Kommissionierung und Organisation von Waren zum Ausdruck zu bringen.… die komplette Warenlogistik zu übernehmen, von der Warenannahme bis zur Warenverräumung. … eigenständig Inventuren durchzuführen damit die stets die Warenverfügbarkeit sichergestellt ist… neue Guidelines auszurollen und die Verantwortung für die Ordnung des Lagers zu übernehmen  Wir freuen uns auf dich, wenn du ... … eine dynamische Arbeitsweise und eine ausgeprägte Hands-On Mentalität mitbringst.… bereits erste Erfahrungen im Bereich Stockroom und oder Operations sammeln konntest.… deine Stärken im Bereich Organisation und Belastbarkeit hast.… kurze Gespräche auch auf Englisch führen kannst.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Stockroom ExpertIn Hamburg“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de",Not Available,,
Hair Care Expert (m/w/x) HamburgSephoraReference: 238668,Hair Care Expert (m/w/x) Hamburg,https://www.lvmh.com/join-us/our-job-offers/238668,Not Available,"ProfileFür unseren Store in HAMBURG suchen wir in Teilzeit/Vollzeit:Hair Care ExpertIn (m/w/d) Wir suchen dich als Hair Care ExpertIn mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für Haarpflege, für unsere unvergleichliche Auswahl an Beautyprodukten und einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung ... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot ... eine betriebliche Altersvorsorge ... Weiterbildung & Flächentrainings ... positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst und ihre Haarpflegeroutinen revolutionierst.… dein Experten-Wissen im Bereich Hair Care zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… min. 3 Jahre Berufserfahrung im Bereich Hair Styling hast.… eine ausgezeichnete Kommunikationsfähigkeit gegenüber unseren Kunden und Kundinnen sowie gute Kenntnisse über Beauty-Produkte & Trends mitbringst. … in der Vergangenheit gute Englisch-Kenntnisse gewinnen konntest.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.   Hast du Interesse?Bewirb Dich jetzt als „Hair Care ExpertIn Hamburg“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de",Not Available,,
Skin Care Expert (m/w/x) HamburgSephoraReference: 238667,Skin Care Expert (m/w/x) Hamburg,https://www.lvmh.com/join-us/our-job-offers/238667,Not Available,"ProfileFür unseren Store in HAMBURG suchen wir in Teilzeit/Vollzeit:Skin Care Expert (m/w/d) Wir suchen dich als Skin Care ExpertIn mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für Hautpflege und innovativen Gesichtsmassagetechniken sowie einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung ... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot ... eine betriebliche Altersvorsorge ... Weiterbildung & Flächentrainings ... positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst und ihre Hautpflegeroutinen revolutionierst.… dein Experten-Wissen im Bereich Skin Care zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… Erfahrung im Verkauf von exklusiven Produkten im Bereich Kosmetik hast.… eine ausgezeichnete Kommunikationsfähigkeit gegenüber unseren Kunden und Kundinnen sowie gute Kenntnisse über Beauty-Produkte & Trends mitbringst.… eine Leidenschaft für das Thema „Clean Beauty“ und die Entdeckung von innovativen Gesichtsmassagetechniken hast.… in der Vergangenheit gute Englisch-Kenntnisse gewinnen konntest.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.   Hast du Interesse?Bewirb Dich jetzt als „Skin Care ExpertIn Hamburg“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de",Not Available,,
