Job Title,Location,Contract Type,Minimum Experience,Link,Job Responsibilities,Profile,Additional Information
DIOR Couture Retail Leadership Program (RLP) - Junior Manager (m/f/d) Christian Dior CoutureReference: CDC07820,Published on 09.04.2024,"Hamburg, Germany",Permanent Job,https://www.lvmh.com/join-us/our-job-offers/CDC07820,"Job responsibilities“Whatever you do — for work or pleasure — do it with passion! Live with passion!” Christian Dior 
 Christian Dior Couture offers more than a beautiful brand to our clients; We invite them to be part of the heritage, to share our passion for luxury and to be part of the Dior family.
 As Junior Manager (m/f/d), you will participate in an exclusive Retail Leadership Program (RLP) where you will be coached, trained, and developed in different phases to build the foundation of an unique career in the luxury retail in DIOR COUTURE. You will also have the opportunity to gain insights into the world of a high pace luxury retail, people management, category responsibility, retail strategy and operations by joining in our 24-month Retail Management Program.
 
YOUR MISSION 

Discovering min. two different boutiques, teams and cities within Germany, Austria and/or Switzerland
Exploring different leadership styles, clientele and product portfolio and the 360 degree of Retail (from Back of House, to all the different Departments)
Strong Worldwide RLP Community Spirit & regular Global Conference in Paris (incl. a Business Case)
Guidance from your personal mentor, our leadership teams and exclusive career talks with the local HR department

 
TASKS & RESPONSIBILITIES
Sales Performance

Maximize sales and measure sales performance and conversion rates on a daily basis
Assist in assigning and monitoring sales goals of Sales Associates
Conduct and/or participate in regular store meetings to discuss performance, sales training, product knowledge, merchandising, and to convey other necessary information to management staff and associates
Facilitate proper communication between management and associates

Clientele Service and Management

Participate in the coordination of sales promotion activities, which include seasonal sales, trunk shows, contests, including proper use of in-store signs advertising sales and promotions
Train the team on optimizing Capture Rate and After Sale do develop personal customer database

Product and Stock Management

Gather merchandise for transfers, damages, and returns-to-vendor (RTV’s)
Oversee and participate in department inventories
Monitor proper pricing of merchandise
Minimize stock losses","Profile
2+ years of experience in retail or hospitality environment
Significant drive for business results with a passion for creativity, fashion, and the Maison
Strong interpersonal, communication and organization skills as well as assertiveness
Ability to prioritize and manage time in a fast-paced environment
Curiosity, positive mindset and customer focus
Willingness to move to different Cities is mandatory for the program
Fluent in German and English, another language on top is a plus","Additional informationThe opportunity to join the LVMH Group (Louis Vuitton Moët Hennessy), the world leader in high-quality and luxury products. Being a Leader in Retail of tomorrow (eg. Department Manager, Assistant Manager or Boutique Manager). We are working in an international environment with passionate people and amazing development opportunities – as we follow the lifelong learning approach.
 
Working at Dior is not only about entering the world of exclusive luxury, it also offers lovely benefits.

Holiday entitlement of 6 weeks per year
Lunch benefit with 100€ net per month
Public transportation support of 100€ net per month 
Additional day off on birthday 
Access to Corporate Benefits
Special Employee conditions after successful completion of probation period
Pension Scheme exclusive for DIOR
Referral Program Bonus “Talents are knowing good Talents”
Family Atmosphere & Flat Hierarchies
Opportunities for further training and development
Career opportunities withing the LVMH Group

 
We are already looking forward receiving your application in German or English!"
Aushilfe im Lager (m/w/d) Louis VuittonReference: LVM25579,Published on 09.03.2024,"Hamburg, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/LVM25579,"Job responsibilitiesIhre Aufgaben:
 
 
• Unterstützung unserer Mitarbeiter im Lager
 
 
 
• Unterstützung bei der Warenannahme und -versendung
 
 
• Kontrolle der Ware und Warensicherung
 
 
• Vorbereitung der Ware für die Verkaufsfläche","ProfileIhre Qualifikation:
 
 
• Idealerweise bereits erste Erfahrungen in der Lagerlogistik
 
 
• Sensibilität im Umgang mit anspruchsvoller Ware
 
 
• Positive Ausstrahlung und sichere Umgangsformen
 
 
 
• Spaß am Arbeiten im Team
 
 
• Gute Deutsch- und Englischkenntnisse sind Voraussetzung","Additional informationWir bieten Ihnen eine interessante und abwechslungsreiche Tätigkeit in einem internationalen, multikulturellen und dynamischen Ambiente, nette Kollegen und herausfordernde Aufgaben sowie attraktive Sozialleistungen. Zudem erhalten Sie eine umfangreiche Einarbeitung. Jährliche Mitarbeitergespräche geben Rückmeldung und zeigen Ihnen persönliche und berufliche Perspektiven innerhalb der LVMH-Gruppe auf. Fort- und Weiterbildungsangebote runden unser attraktives Angebot ab.
 
Wenn Sie sich in dieser Beschreibung erkennen, freuen wir uns auf Ihre Onlinebewerbung unter jobs.louisvuitton.com. Bitte beachten Sie, dass wir ausschließlich Onlinebewerbungen berücksichtigen können und postalisch zugesandte Bewerbungsunterlagen von uns nicht zurückgesandt werden."
Team Manager (M/W/D)Louis VuittonReference: LVM25578,Published on 09.03.2024,"Cologne, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/LVM25578,"Job responsibilitiesIhre Aufgaben

Proaktive Unterstützung des Store Managers
Kennzahlenorientierte Steuerung des Verantwortungsbereiches sowie kontinuierliche Optimierung unserer KPIs
Botschafter für einen Produktbereich
Verantworten des Produktkategorie-Geschäfts, Vermittlung von Enthusiasmus und Leidenschaft sowie Definition und Umsetzung von Aktionsplänen
Rekrutierung, Einarbeitung und Weiterentwicklung der Mitarbeiter des Teams sowie Definition von Entwicklungspotential in Abstimmung mit dem Store Manager und Human Resources
Intensiver Aufbau und Pflege von Kundenbeziehungen durch regelmäßige Präsenz auf dem Sales Floor sowie Repräsentant für Professionalität und höchste Kundenorientierung
Unterstützung bei der Organisation von Kundenevents
Mitarbeiterführung, -planung und -entwicklung anhand diverser Personalentwicklungsinstrumente
Regelmäßiges Reporting und Bereitstellung von kaufmännischen Informationen gegenüber dem Store Manager und/oder dem Head Office
Vermittlung von Produktkenntnissen sowie Übermittlung der Werte von Louis Vuitton auch in Zusammenarbeit mit dem Field Coach Trainer","ProfileIhre Qualifikationen

Erfolgreich abgeschlossenes Studium oder vergleichbarer Ausbildungshintergrund
Mehrjährige Berufspraxis, idealerweise mit erster Führungserfahrung
Große Affinität zum Verkauf von Luxusprodukten sowie hohe Serviceorientierung
Ausgeprägtes unternehmerisches und strategisches Denkvermögen, verbunden mit einem pragmatischen Handlungsansatz
Exzellente analytische Fähigkeiten sowie leistungs- und ergebnisorientierte Arbeitsweise
Spaß am Arbeiten im Team und gemeinsamen Erstreben neuer Ziele
Sehr gute Englischkenntnisse in Wort und Schrift, weitere Fremdsprachen von Vorteil","Additional informationWir bieten Ihnen eine interessante und abwechslungsreiche Tätigkeit in einem internationalen, multikulturellen und dynamischen Ambiente, nette Kollegen und herausfordernde Aufgaben.
Wenn Sie sich in dieser Beschreibung erkennen, freuen wir uns auf Ihre Onlinebewerbung unter jobs.louisvuitton.com. Bitte beachten Sie, dass wir ausschließlich Onlinebewerbungen berücksichtigen können und postalisch zugesandte Bewerbungsunterlagen von uns nicht zurückgesandt werden."
Working Student (m/w/x) SulzbachSephoraReference: 237770,Published on 08.29.2024,"Sulzbach, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/237770,Not Available,"ProfilexxxFür unseren Sephora Store in SULZBACH (MTZ) suchen wir in Teilzeit:WERKSTUDENT (m/w/x)   Wir suchen dich als WerkstudentIn mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.   Dich erwarten ...  ... eine attraktive Vergütung... Personalrabatte & Fitnessangebot... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst.… dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.   Wir freuen uns auf dich, wenn du ... … eine gültige Immatrikulationsbescheinigung und bereits erste Erfahrungen im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.   Hast du Interesse?Bewirb Dich jetzt als „Werkstudent Sulzbach“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.dexxx",Not Available
Make Up Artist (m/w/x) SulzbachSephoraReference: 237771,Published on 08.29.2024,"Sulzbach, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/237771,Not Available,"ProfileFür unseren Sephora Store in SULZBACH (MTZ) suchen wir in Vollzeit/Teilzeit: Make Up Artist (m/w/x)   Wir suchen dich als Make Up ArtistIn mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beautyprodukten und einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung ... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot ... eine betriebliche Altersvorsorge ... Weiterbildung & Flächentrainings ... positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst und ihre Hautpflegeroutinen revolutionierst.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.... dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung im Bereich Beauty, Kosmetik, Make Up (Ausbildungsdauer: min. 6 Monate) mitbringst.… min. 3 Jahre Berufserfahrung im Bereich Beauty oder Make Up Artistry im Einzelhandel hast.… eine ausgezeichnete Kommunikationsfähigkeit gegenüber unseren Kunden und Kundinnen sowie gute Kenntnisse über Beauty-Produkte & Trends mitbringst.… in der Vergangenheit gute Englisch-Kenntnisse gewinnen konntest.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.   Hast du Interesse?Bewirb Dich jetzt als „Make Up Artist Sulzbach“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de",Not Available
Make Up Artist (m/w/x) OberhausenSephoraReference: 254360,Published on 08.29.2024,"Oberhausen, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/254360,Not Available,"ProfilexxFür unseren Sephora Store in OBERHAUSEN suchen wir in Vollzeit/Teilzeit: Make Up Artist (m/w/x)   Wir suchen dich als Make Up ArtistIn mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beautyprodukten und einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung ... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot ... eine betriebliche Altersvorsorge ... Weiterbildung & Flächentrainings ... positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.... dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung im Bereich Beauty, Kosmetik, Make Up (Ausbildungsdauer: min. 6 Monate) mitbringst.… min. 3 Jahre Berufserfahrung im Bereich Beauty oder Make Up Artistry im Einzelhandel hast.… eine ausgezeichnete Kommunikationsfähigkeit gegenüber unseren Kunden und Kundinnen sowie gute Kenntnisse über Beauty-Produkte & Trends mitbringst.… in der Vergangenheit gute Englisch-Kenntnisse gewinnen konntest.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.  Hast du Interesse?Bewirb Dich jetzt als „Make Up ArtistIn Oberhausen“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de yy",Not Available
Beauty Consultant (m/w/x) OberhausenSephoraReference: 230557,Published on 08.29.2024,"Oberhausen, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/230557,Not Available,"Profile.Für unseren Store in OBERHAUSEN suchen wir in Teilzeit/Vollzeit: Verkäufer (m/w/x) im Bereich Beauty   Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung... eine überdurchschnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit   Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst. … dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst. … deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.    Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Oberhausen“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de  .",Not Available
Beauty Consultant (m/w/x) LeipzigSephoraReference: 245458,Published on 08.29.2024,"Leipzig, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/245458,Not Available,"ProfileFür unseren Sephora Corner im Galeria Karstadt Kaufhof in Leipzig suchen wir in Vollzeit/Teilzeit: Verkäufer (m/w/x) im Bereich Beauty  Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist. Dich erwarten … ... eine attraktive Vergütung ... eine überdurchnittliche Anzahl an Urlaubstagen ... Personalrabatte & Fitnessangebot... eine betriebliche Altervorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit  Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst.… dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen. Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst.   Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Leipzig“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora",Not Available
Beauty Consultant (m/w/x) DortmundSephoraReference: 241358,Published on 08.29.2024,"Dortmund, Germany",Befristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/241358,Not Available,"ProfileFür unseren Sephora Corner im Galeria Karstadt Kaufhof in DORTMUND suchen wir in Vollzeit/Teilzeit: Verkäufer/in (m/w/x) im Bereich Beauty   Wir suchen dich als VerkäuferIn / Beauty Consultant mit … … einem Händchen für die Kreation von einzigartigen Verkaufserlebnissen, einer Leidenschaft für unsere unvergleichliche Auswahl an Beauty-Produkten sowie einem ausgeprägten Teamgeist.  Dich erwarten … ... eine attraktive Vergütung... eine überdurchschnittliche Anzahl an Urlaubstagen... Personalrabatte & Fitnessangebot... eine betriebliche Altersvorsorge... Weiterbildung & Flächentrainings... ein positives Umfeld & respektvolle Teamarbeit  Deine Mission wird es sein, … … eindrucksvolle Kundenerlebnisse zu kreieren. Bereite eine einladende Atmosphäre, indem du individuell auf die Bedürfnisse unserer Kunden und Kundinnen eingehst.… dein Experten-Wissen im Bereich Make Up zu teilen. Entfalte deine Kreativität, deine ansteckende Leidenschaft und dein Wissen über unsere einzigartigen Marken und Produkte.… den Erfolg des Stores zu unterstützen. Hilf dabei, einen glänzenden ersten Eindruck zu hinterlassen, indem du den Store sauber und ordentlich hältst.… deinen Teamgeist auszuleben. Trage zu den Verkaufszielen deines Stores bei und teile dein Wissen über die Sephora Verkaufsstrategien mit deinen Kollegen und Kolleginnen.  Wir freuen uns auf dich, wenn du ... … eine abgeschlossene Ausbildung oder vergleichbare Erfahrung im Bereich Beauty, Kosmetik, Retail, Fashion oder Gastronomie mitbringst.… ein aufgeschlossener und geselliger Mensch mit Verkaufserfahrung bist.… deine Stärken im Bereich Kommunikation, Zuverlässigkeit und Organisation hast.… keine Schwierigkeit damit hast, kurze Gespräche auch auf Englisch zu führen.  Als Teil der LVMH-Familie liegt es in unserer DNA, innovativ zu sein. Bei Sephora wirst du von engagierten Führungskräften und energiegeladenen Teams umgeben sein, die Spaß daran haben überraschend anders zu sein. Gemeinsam mit dir möchten wir an deinem individuellen Karriereweg arbeiten und deine Kreativität entfesseln, damit du dich weiterentwickeln und deine Fähigkeiten ausbauen kannst. Hast du Interesse?Bewirb Dich jetzt als „Beauty Consultant Dortmund“ inklusive Lebenslauf und unter Angabe deiner Verfügbarkeit und Gehaltsvorstellung per E-Mail an karriere@sephora.de",Not Available
CLIENT ADVISOR & SALES SUPPORT (f/m/d) - Berlin KuDammBulgariReference: BULG08521,Published on 08.27.2024,"Berlin, Germany",Unbefristeter Arbeitsvertrag,https://www.lvmh.com/join-us/our-job-offers/BULG08521,"Job responsibilitiesBVLGARI is one of the most prestigious brands and global players on the luxury market. We create, manufacture, distribute and sell high-end jewels, watches, perfumes and accessories through a network of over 250 owned stores in the most exclusive shopping areas in the world and selected distributors.
Quality and excellence are the basis of our culture that reflects the same commitment within the working environment to achieve an organization aimed at the full satisfaction of the customer. Excellence for BVLGARI means the perfect balance between top quality products and impeccable services worldwide.
 
Bulgari (Deutschland) GmbH is searching for our store in Berlin for a
 
Client Advisors & Sales Support (f/m/d) –
Full-time
 
Your accountabilities:

Manage autonomously sales related to all categories of products sold in the store
Manage the relation with the customer during the whole process from customer welcome at store to payment
Input customer and sales data into the proper software system
Perform packaging on request for items sold
Create, develop and manage a solid network of high level and loyal clientele
Organize visual merchandising material, prepare shelves/windows according to Bulgari guidelines
Take in charge items to repair brought back by customers and fill in the proper repair slip performing a brief interview on the item damage","ProfileYour qualifications:

Commercial or sales background (beneficial)
Fluent in German and English; any other language an advantage (Chinese, Russian, Arabian)
Expertise in sales and negotiation techniques
Excellent organization and administrative skills
Good computer skills (MS Office)
Customer orientation, Flexibility and Ownership
Initiative, Communication and Business awareness
Networking and Good team player
Ability to negotiate at high level
Pleasant personality with excellent interpersonal skills","Additional informationWe offer:

Interesting tasks within an exciting international luxury brand
Training and development opportunities within LVMH
Onboarding Training
Employee discounts
Performance-related remuneration systems
Unlimited contract
Meal voucher
Corporate benefits
Central location with good traffic connections"
Client Advisor - Berlin (temporary contract)FendiReference: FEND03624,Published on 08.26.2024,"Berlin, Germany",CDD,https://www.lvmh.com/join-us/our-job-offers/FEND03624,"Job responsibilitiesSales Performance 

Lead individual sales and achieve performance target and KPI
Engage in upselling, cross selling and multiple selling for all product categories

 
Client Management

Strengthen customer relations, and nurture loyal FENDI customer base also implementing appropriate CRM tools
Manage customer service quality, to meet customer expectations by offering professional and individual human touch with the client

 
Store Operations 

Be able to correctly operate the retail management system for stock transfers, payments, stock inquires and customer database input

 
Store Management 

Support in maintain the inventory accuracy by properly receive display and store merchandise according to company guidelines","Profile
2-5 years’ experience in Fashion/Luxury Sale
Bachelor’s Degree or equivalent is preferred
Manages own image standards on a high level
Strong selling and communication skills are necessary
Excellent relationships skills
Organization, professionalism, self-confidence
Strong customer service skills
Computer skills and Retail management system knowledge
Goal oriented approach, multitasking
Strong knowledge and/or interest for Fashion/Luxury Industry
Fluent English",Not Available
Project Quality Engineer (m/f/d)RimowaReference: RIM01163,Published on 08.22.2024,"Cologne, Germany",Permanent Job,https://www.lvmh.com/join-us/our-job-offers/RIM01163,"Job responsibilities
Collaborate with the product development team to establish quality criteria and guidelines during the pre-production phase
Conduct comprehensive reviews and analyses of product designs, specifications, and prototypes to identify potential quality issues and provide recommendations for improvements
Participate in design reviews and feasibility assessments, offering valuable insights to enhance product quality, functionality, and manufacturability.
Work closely with the Global Supplier Quality Team and manufacturing partners to conduct quality assessments of raw materials, components, and tooling to ensure compliance with design specifications
Develop and implement quality control plans and procedures for the pre-production phase, outlining key checkpoints, inspections, and testing protocols to mitigate potential quality risks and deviations
Collaborate with internal teams to establish quality-related KPIs and metrics for monitoring the progress and effectiveness of quality control activities during the project phase
Prepare and maintain detailed documentation, including quality reports, test plans, and risk assessments, to track the quality status and facilitate effective communication among stakeholders
Conduct regular audits and assessments of manufacturing processes and tools to identify opportunities for process optimization","Profile
Bachelor's degree in Engineering, Quality Assurance, Industrial Technology, or a related field. Master's degree is advantageous.
At least 4-5 years of practical work experience in a quality management environment
Fluent English and German language skills (must have)
Proven experience in quality assurance or quality control roles within the manufacturing or consumer goods industry, with specific experience in the luggage or luxury industry being a plus.
In-depth knowledge of quality management systems and product development processes.
Strong analytical skills with the ability to identify potential quality issues and recommend effective solutions during the early stages of product development.
Familiarity with quality control tools and methodologies such as Failure Mode and Effects Analysis (FMEA), Advanced Product Quality Planning (APQP).
Excellent communication and interpersonal skills to effectively collaborate with cross-functional teams, suppliers, and external partners during the project phase.
Ability to work efficiently in a fast-paced and dynamic environment, managing multiple tasks and priorities with a strong attention to detail.
Proficiency in documentation and report writing to maintain comprehensive quality records and facilitate effective decision-making during the project phase.","Additional informationYOUR BENEFITS:

30 days paid vacation per year
Attractive remuneration (collective agreement) + annual profit sharing
Flexible working hours paired with a hybrid working model
Company pension plan with high employer contribution or other capital-forming benefits
RIMOWA Essential Cabin suitcase as a gift after the probationary period
30% discount on the RIMOWA product range and other company benefits (e.g., for sports, lifestyle, fashion, etc.)
Private sales at the LVMH-Group (e.g., Tag Heuer, Moet Hennessy)
Good public transportation connections, sufficient employee parking spaces, job tickets & job bikes (partly subsidized)
Qualitative company restaurant
International environment within the LVHM-Group with exciting project opportunities

BECOME PART OF RIMOWA:
Please send us your complete application documents including your salary requirements and details of your possible starting date.
We look forward to receiving your application!Look for us on Instagram and Twitter @RIMOWA or visit us on our RIMOWA Career page: https://career.rimowa.com/
Celebrating our inclusive and diverse culture is core to RIMOWA’s DNA. We know that for our business to thrive, we depend on having diverse talent with a range of backgrounds, skills and capabilities in each of the countries in which we operate and to reflect our broad consumer base. We view diversity as one of the key enablers that helps our business to grow."
