Job Title,Company Name,Location,Function,Job Link,Detailed Job Description,Additional Information
SAP Data Migration Specialist (f/m/d),MHP - A Porsche Company,"Ludwigsburg
Berlin
Dresden",Beratung,https://jobs.porsche.com/index.php?ac=jobad&id=13634,"Aufgaben
Gestalte die digitale Zukunft, indem du gemeinsam mit uns innovative Strategien und maßgeschneiderte Lösungen im Bereich SAP Data Migration entwickelst. Als SAP Data Migration Specialist (f/m/d) übernimmst du eine zentrale Rolle in der Migration großer Datenmengen im Rahmen anspruchsvoller Transformationsprojekte. Du setzt auf modernste Technologien wie AI und RPA und definierst die Art und Weise, wie unsere Kunden ihre Daten effizient migrieren und nutzen können, aktiv neu.

Dabei warten die folgenden Aufgaben auf dich:
Beratung unserer Kunden bei der Implementierung von Datenmigrationsprozessen und Entwicklung von Migrationsstrategien mit Fokus auf SAP Data Migration, Datenmanagement und Datenqualität
Analyse, Konzeption und technische Realisierung von Datenmigrationslösungen in komplexen SAP-Transformationsprojekten
Verantwortung für den Projekterfolg sowie Aufbau und Pflege von vertrauensvollen Kundenbeziehungen als (Teil-)Projektleiter und Trusted Advisor
Weiterentwicklung und Optimierung unserer Use Cases innerhalb der MHP Data Migration Practice
Anforderungen
Um für deinen Weg als SAP Data Migration Specialist (f/m/d) gewappnet zu sein, hast du folgende Qualifikationen im Gepäck:
Abgeschlossenes Studium und mind. 5 Jahre Berufserfahrung in der Beratung oder im Inhouse Consulting, idealerweise im Bereich Data Management
Leidenschaft für Daten und Prozesse sowie Erfahrung in der Migration großer Datenmengen zwischen ERP-Systemen (SAP & non-SAP)
Expertise in SAP ECC und/oder SAP S/4 ergänzt durch Know-how in speziellen Migrationstools wie dem SAP S/4HANA Migration Cockpit, CrystalBridge oder ähnlichen Anwendungen
Deine Arbeitsweise ist analytisch und geprägt von konzeptionellen und starken kommunikativen Fähigkeiten

Wissenswertes vor der Abfahrt:  
Beginn: nach Vereinbarung – immer zu Beginn eines Monats
Arbeitszeit: in Vollzeit (40h); 30 Urlaubstage
Arbeitsverhältnis: Unbefristet
Bereich: Consulting
Sprache: sicheres Deutsch & Englisch
Flexibilität & Reisebereitschaft
Sonstiges: eine gültige Arbeitserlaubnis; bei Bedarf können wir die Arbeitserlaubnis im Rahmen unseres Recruiting-Prozesses beantragen. Das Verfahren benötigt Zeit und hat Einfluss auf das Startdatum.","Gestalte die digitale Zukunft, indem du gemeinsam mit uns innovative Strategien und maßgeschneiderte Lösungen im Bereich SAP Data Migration entwickelst. Als SAP Data Migration Specialist (f/m/d) übernimmst du eine zentrale Rolle in der Migration großer Datenmengen im Rahmen anspruchsvoller Transformationsprojekte. Du setzt auf modernste Technologien wie AI und RPA und definierst die Art und Weise, wie unsere Kunden ihre Daten effizient migrieren und nutzen können, aktiv neu.

Dabei warten die folgenden Aufgaben auf dich:
Beratung unserer Kunden bei der Implementierung von Datenmigrationsprozessen und Entwicklung von Migrationsstrategien mit Fokus auf SAP Data Migration, Datenmanagement und Datenqualität
Analyse, Konzeption und technische Realisierung von Datenmigrationslösungen in komplexen SAP-Transformationsprojekten
Verantwortung für den Projekterfolg sowie Aufbau und Pflege von vertrauensvollen Kundenbeziehungen als (Teil-)Projektleiter und Trusted Advisor
Weiterentwicklung und Optimierung unserer Use Cases innerhalb der MHP Data Migration Practice"
Masterand (m/w/d) Entwicklung einer effiziente Datenfusion und Überwachungsstrategie von Kamera- und Radar-Daten zur Objektdetektion,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13605,"Aufgaben
Was sind die Rechercheaufgaben der Abschlussarbeit?:
Einarbeitung in das Thema und Durchführung einer Literaturrecherche zur effizienten Datenfusion.
Auswahl und Implementierung eines geeigneten Modells
Entwicklung einer Überwachungsstrategie für die Detektion von sicherheitskritischen Datenlagen
Test und Evaluation des gesamten Frameworks anhand von Benchmark-Daten
Implementierung in einem Versuchsträger

Anforderungen
Studium der Elektro- und Informationstechnik, Informatik, Fahrzeugtechnik oder eines vergleichbaren Studiengangs
Studienschwerpunkte: Autonomes Fahren, Data Science
Erste Erfahrungen in der Automobilindustrie, z. B. durch Praktika, sind von Vorteil
Vertiefte Kenntnisse im Bereich Sensorik und Datenfusion
Erfahrungen im Bereich Date Science/ Machine Learning Modellen wie z.B. Neuronale Netzen
Sehr gute Programmierkenntnisse in Python (z. B. CUDA, OpenCV, Keras); Kenntnisse in C++ sind wünschenswert
Erfahrung im Umgang mit Linux und Docker-Containern; Sudo ist für dich kein Fremdwort
Kenntnisse mit ROS sind ein Plus
Sprachkenntnisse: Deutsch und Englisch
Eine eigenverantwortliche und strukturierte Arbeitsweise zeichnet dich aus","Was sind die Rechercheaufgaben der Abschlussarbeit?:
Einarbeitung in das Thema und Durchführung einer Literaturrecherche zur effizienten Datenfusion.
Auswahl und Implementierung eines geeigneten Modells
Entwicklung einer Überwachungsstrategie für die Detektion von sicherheitskritischen Datenlagen
Test und Evaluation des gesamten Frameworks anhand von Benchmark-Daten
Implementierung in einem Versuchsträger"
Masterand (m/w/d) Untersuchungen zum Einsatz von Künstlicher Intelligenz bei der Identifikation von Leichtbaupotentialen in der Fahrzeugentwicklung,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13604,"Aufgaben
Es soll insbesondere auf folgende Punkte eingegangen werden:
Literaturrecherche zum Stand der Technik
Darstellung der bei Porsche eingesetzten Strategien und Werkzeuge zur Identifikation von Leichtbaupotentialen in der Gesamtfahrzeugentwicklung
Aufzeigen der Einsatzmöglichkeiten von Künstlicher Intelligenz bei der Identifikation von Leichtbaupotentialen und deren Umsetzung insbesondere im Bereich der Bauteiloptimierung, Funktionsintegration und an Systemgrenzen des Systems Engineering
Ausarbeitung eines Ansatzes zur Umsetzung der Lösung zur Anwendung bei der Porsche AG

Anforderungen
Studium der Ingenieurwissenschaften, Informatik oder eines vergleichbaren Studiengangs
Studienschwerpunkte: Fahrzeugtechnik, Leichtbau, Luft- und Raumfahrt, FE-Simulation, Biomechanik oder vergleichbare Schwerpunkte
Idealerweise Kenntnisse im Bereich Gesamtfahrzeugentwicklung und im Bereich Machine Learning
Sicherer Umgang mit MS Office, idealerweise Programmierkenntnisse
Deutsch und gute Englischkenntnisse
Sehr gute analytische Fähigkeiten, Neugierde, lösungsoffenes Denken, schnelle Auffassungsgabe, ausgeprägte Kommunikations- und Teamfähigkeit","Es soll insbesondere auf folgende Punkte eingegangen werden:
Literaturrecherche zum Stand der Technik
Darstellung der bei Porsche eingesetzten Strategien und Werkzeuge zur Identifikation von Leichtbaupotentialen in der Gesamtfahrzeugentwicklung
Aufzeigen der Einsatzmöglichkeiten von Künstlicher Intelligenz bei der Identifikation von Leichtbaupotentialen und deren Umsetzung insbesondere im Bereich der Bauteiloptimierung, Funktionsintegration und an Systemgrenzen des Systems Engineering
Ausarbeitung eines Ansatzes zur Umsetzung der Lösung zur Anwendung bei der Porsche AG"
Masterand (m/w/d) Entwicklung einer Methode zur Bewertung der Rückführbarkeit von Inline-Messdaten für die Qualitätsregelung fugenbildender Merkmale von Karosserieanbauteilen,Dr. Ing. h.c. F. Porsche AG,Zuffenhausen,Produktion,https://jobs.porsche.com/index.php?ac=jobad&id=13608,"Aufgaben
Literaturanalyse zu Qualitätsregelkreismodellen in der Produktion
Kategorisierung und Bewertung der bestehenden Qualitätsregelkreismodelle in der Literatur
Durchführen von strukturierten Experteninterviews zur Informationsgewinnung
Erarbeiten der Anforderungen an den Produktions- und Messprozess für die Rückführung von Inline-Messdaten
Entwicklung einer Methode zur Bewertung der Rückführbarkeit von Inline-Messdaten zur Qualitätsregelung
Validierung der entwickelten Strategie anhand realer Produktionsdaten
Anforderungen
Studium einer technischen Fachrichtung wie Maschinenbau, Mechatronik, Wirtschaftsingenieurswesen 
Gute Kenntnisse über den Produktentstehungsprozess in der Automobilindustrie
Gute Kenntnisse im Bereich des wissenschaftlichen Arbeitens 
Sicherer Umgang mit MS-Office Anwendungen 
Sehr gute Deutsch- und Englischkenntnisse 
Hohe konzeptionelle, zuverlässige und selbständige Arbeitsweise
Begeisterung und Interesse für herausfordernde Analyseaufgaben im ingenieurstechnischen Umfeld
Interesse am theoriebasierten wissenschaftlichen Arbeiten und dem Mitwirken an Publikationen","Literaturanalyse zu Qualitätsregelkreismodellen in der Produktion
Kategorisierung und Bewertung der bestehenden Qualitätsregelkreismodelle in der Literatur
Durchführen von strukturierten Experteninterviews zur Informationsgewinnung
Erarbeiten der Anforderungen an den Produktions- und Messprozess für die Rückführung von Inline-Messdaten
Entwicklung einer Methode zur Bewertung der Rückführbarkeit von Inline-Messdaten zur Qualitätsregelung
Validierung der entwickelten Strategie anhand realer Produktionsdaten"
Auszubildender Kaufmann im Einzelhandel (m/w/d) für Kfz-Teile und Zubehör 2025,Porsche Zentrum Karlsruhe,Karlsruhe,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13620,"Aufgaben
Hier ist Deine Chance bei Porsche.
Das Porsche Zentrum Karlsruhe vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zum 01. August 2025 suchen wir Dich für die 
Ausbildung als Kaufmann im Einzelhandel (m/w/d) für Kfz-Teile und Zubehör
im Porsche Zentrum Karlsruhe.
Deine Aufgaben:
Prüfung und Überwachung von eingehenden Teillieferungen
Kundenberatung
Management des betrieblichen Material- und Güterflusses
Verkauf von Teilen und Zubehör
Lagerwirtschaft
Abwicklung von Bestellungen und Lieferungen
Lagerung und Versand von Gütern
Dauer der Ausbildung: 3 Jahre 
Anforderungen
Anforderungen:
Guter Hauptschulabschluss oder Realschulabschluss
Gutes Zahlenverständnis
Interesse an Automobilen
Selbstständige und gewissenhafte Arbeitsweise
Engagement und Lernbereitschaft
Freude an Teamarbeit",Section not found or could not extract additional information
Auszubildende/r Automobilkauffrau/-mann (m/w/d),Porsche Zentrum Karlsruhe,Karlsruhe,Vertrieb,https://jobs.porsche.com/index.php?ac=jobad&id=13621,"Aufgaben
Anforderungen:
Abitur oder mind. kfm. BK 1
Führerschein Klasse B bei Ausbildungsbeginn
Freundlichkeit und Spaß im Umgang mit Kunden
Gute MS Office Kenntnisse
Begeisterung für die Automobilbranche
Teamfähigkeit
Anforderungen
Unser Angebot:
Ausbildungsbeginn: 01.08.2025
Sicherer Ausbildungsplatz - wir zählen zu den Top 20 der größten Automobilhändler in Deutschland
Hohe Übernahmequote nach erfolgreicher Ausbildung
Innovatives und motivierendes Arbeitsumfeld 
Professionelle Lernunterstützung und Nachhilfe
Kontinuierliche Weiterbildungsmöglichkeiten entsprechend Deiner Talente: Wir wissen, dass du Großes erreichen kannst
Attraktives Vergütungspaket
30 Tage Urlaub
Zuschuss zur betrieblichen Altersvorsorge
Vermögenswirksame Leistungen
Corporate Benefits (Mitarbeiterrabatte bei vielen Unternehmen)
Firmenfitness: Vergünstigter Zugang zu Gesundheits-, Fitness- und Wellnessangeboten (Hansefit)",Section not found or could not extract additional information
Machine-Learning appliziert auf die Bewertung von Rückhaltesystemen in der Fahrzeugsicherheit,Dr. Ing. h.c. F. Porsche AG,Weissach,Entwicklung,https://jobs.porsche.com/index.php?ac=jobad&id=13577,"Aufgaben
Die Abschlussarbeit soll folgende Inhalte wissenschaftlich bearbeiten und abschließen:

• Literaturrecherche zum Stand der Technik
• Vorbereitung der Datenbasis durch Clustering
• Vorbereitung der Input-Daten für die stochastische Analyse
• Implementierung und Durchführung von Machine-Learning-Methoden für die Datenanalyse
• Logische Identifikation und Bewertung der Kausalitäten
• Bei Bedarf Vorbereitung, Durchführung und Auswertung von Schlittenversuchen in der Fahrzeugumgebung
• Erstellung einer wissenschaftlichen Abschlussarbeit


Anforderungen
Studium der Ingenieurwissenschaften, Informatik oder eines vergleichbaren Studiengangs
Studienschwerpunkte Fahrzeugtechnik, Programmierung, FE-Simulation u/o Biomechanik
Grundkenntnisse in FE-Simulationsmethoden
Grundkenntnisse in Fahrzeugsicherheit und Bewertung von Verletzungsfolgen
IT-Kenntnisse: Erfahrung mit Programmiersprachen (Schwerpunkt Python)
Sprachkenntnisse: Deutsch und Englisch
Gute Team- und Kommunikationsfähigkeiten
Selbstständige und strukturierte Arbeitsweise","Die Abschlussarbeit soll folgende Inhalte wissenschaftlich bearbeiten und abschließen:

• Literaturrecherche zum Stand der Technik
• Vorbereitung der Datenbasis durch Clustering
• Vorbereitung der Input-Daten für die stochastische Analyse
• Implementierung und Durchführung von Machine-Learning-Methoden für die Datenanalyse
• Logische Identifikation und Bewertung der Kausalitäten
• Bei Bedarf Vorbereitung, Durchführung und Auswertung von Schlittenversuchen in der Fahrzeugumgebung
• Erstellung einer wissenschaftlichen Abschlussarbeit"
Kfz-Mechatroniker (m/w/d),Porsche Zentrum Heilbronn,Heilbronn,Werkstatt,https://jobs.porsche.com/index.php?ac=jobad&id=13581,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Heilbronn vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Kfz-Mechatroniker (m/w/d)
Überprüfung, Wartung und Reparatur von Kraftfahrzeugen
Austausch und Montage von Ersatzteilen
Störungsbehebung bei elektronischen Defekten
Durchführung von Kontrolltests der Fahrsysteme und Software-Updates
Anforderungen
Erfolgreich abgeschlossene Ausbildung zum Kfz-Mechatroniker
Berufserfahrung in den Bereichen Reparatur oder Instandsetzung
Fundierte Kenntnisse der Fahrzeugelektronik
Sehr gute Kenntnisse im Bereich Diagnose und Instandsetzung von Elektrik-/Elektronik-Komponenten
Hohe Team- und Kommunikationsfähigkeit
Selbstständige und strukturierte Arbeitsweise","Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Heilbronn vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Kfz-Mechatroniker (m/w/d)
Überprüfung, Wartung und Reparatur von Kraftfahrzeugen
Austausch und Montage von Ersatzteilen
Störungsbehebung bei elektronischen Defekten
Durchführung von Kontrolltests der Fahrsysteme und Software-Updates"
Assistant Store Manager (m/w/d) Porsche Design Outlet Ingolstadt,Porsche Lifestyle GmbH & Co. KG,Ingolstadt,Vertrieb,https://jobs.porsche.com/index.php?ac=jobad&id=12172,"Aufgaben
Als Assistant Store Manager (m/w/d) erwarten Dich folgende Hauptaufgaben:  
Unterstützung des Store Managers bei der fachlichen und personellen Verantwortung für den Store
Teilverantwortung für die wirtschaftliche Zielerreichung
Mitwirkung bei der Personalführung und -koordination
Sicherstellung der Store-Prozesse inklusive Kassenführung, Materialwirtschaft und Personalplanung
Konzeption und Umsetzung von innovativen Marketing- und Kundenaktionen sowie Umsetzung von Merchandising-Konzepten
Beratung und Betreuung unserer anspruchsvollen internationalen Kunden und Interessenten sowie Repräsentation desPorsche Design Lifestyles 
Anforderungen
Du bringst Folgendes mit:  
Erfolgreich abgeschlossenes Studium der Betriebswirtschaftslehre mit Schwerpunkt Handel oder eine erfolgreichabgeschlossene kaufmännische Berufsausbildung im Einzelhandel
Mehrjährige Berufserfahrung im Verkauf von hochwertigen und vielseitigen Lifestyle-Produkten
Sicherer Umgang mit MS Office und Kassensystemen
Sehr gute Englischkenntnisse
Ausgeprägte unternehmerische Fähigkeiten, Umsetzungsstärke
Hohes Verantwortungsbewusstsein
Organisationstalent sowie strukturierte Arbeitsweise und Zielfokussierung
Hohe Team- und Kommunikationsfähigkeit sowie souveränes Auftreten","Als Assistant Store Manager (m/w/d) erwarten Dich folgende Hauptaufgaben:  
Unterstützung des Store Managers bei der fachlichen und personellen Verantwortung für den Store
Teilverantwortung für die wirtschaftliche Zielerreichung
Mitwirkung bei der Personalführung und -koordination
Sicherstellung der Store-Prozesse inklusive Kassenführung, Materialwirtschaft und Personalplanung
Konzeption und Umsetzung von innovativen Marketing- und Kundenaktionen sowie Umsetzung von Merchandising-Konzepten
Beratung und Betreuung unserer anspruchsvollen internationalen Kunden und Interessenten sowie Repräsentation desPorsche Design Lifestyles"
Assistentin Service (m/w/d),Porsche Zentrum Göttingen,Göttingen,Sonstige,https://jobs.porsche.com/index.php?ac=jobad&id=13598,"Aufgaben
Hier ist Ihre Chance bei Porsche.
Das Porsche Zentrum Göttingen vertreibt mit Porsche eine der erfolgreichsten Sportwagenmarken der Welt. Unser Ziel ist es, diesen Erfolg auch künftig fortzuschreiben und unsere Kunden optimal zu betreuen. Zur Verstärkung unseres Teams bieten wir eine Anstellung als
Assistentin Service (m/w/d)
aktive Repräsentanz des Porsche Zentrum im professionellen Kundenkontakt
Betreuung der Kunden
Terminvereinbarung für Beratungsgespräche
Auftragsvorbereitung für Serviceberater
Auskunft über Preise der unterschiedlichen Werkstattaufenthalte sowie Rechnungserläuterung
Durchführung von Telefonie-Aktionen
Ersatz- und Leihwagendisposition
Erstellen von Servicerechnungen
Shop-Management der Porsche-Collektion (Bestellungen, Repräsentation, Vermarktung)
Auftragsvorbereitung für Serviceberater
Disposition der Neu- und Gebrauchtwagen in Vertretung
Marketingtätigkeiten in Vertretung  
Anforderungen
Abgeschlossene kaufmännische Ausbildung, idealerweise im Automobilhandel
Berufserfahrung im Bereich Kundenbetreuung
Ausbildung und Prüfung zum Serviceassistenten (m/w/d) wünschenswert
Kenntnisse der Porsche- Produktpalette sowie Zubehör- und Dienstleistungsangebot wünschenswert
Ausgeprägte Kommunikationsfähigkeit
Souveränes Auftreten und Abarbeiten von Beschwerdefällen
Positive Ausstrahlung
Zuverlässigkeit und Organisationsfähigkeit",Section not found or could not extract additional information
